date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19810818,-1.59,-0.97,-0.76,-1.26,-0.86,-0.69
19810819,0.19,0.04,-0.10,0.35,0.31,0.08
19810820,0.48,0.24,0.17,0.24,0.21,0.06
19810821,-0.69,-0.58,-0.15,-1.43,-0.93,-0.26
19810824,-3.90,-2.13,-1.80,-3.31,-2.91,-1.82
19810825,-1.45,-1.52,-1.36,-0.24,-0.27,-0.57
19810826,-0.07,0.00,-0.08,-0.15,-0.04,0.26
19810827,-1.01,-0.64,-0.34,-1.37,-1.00,-0.44
19810828,0.53,0.21,0.16,0.37,0.41,0.69
19810831,-1.64,-0.66,-0.51,-1.19,-1.19,-0.59
19810901,-0.46,-0.29,-0.26,0.33,0.30,-0.09
19810902,0.39,0.34,0.27,0.33,0.37,0.12
19810903,-2.13,-1.31,-0.94,-2.33,-1.67,-1.14
19810904,-1.44,-0.97,-0.59,-1.05,-0.90,-1.06
19810908,-3.36,-2.19,-1.80,-1.89,-1.78,-1.27
19810909,0.49,-0.13,-0.09,0.41,0.17,0.57
19810910,2.39,1.05,1.16,1.67,1.49,1.45
19810911,1.64,0.96,0.94,1.06,1.35,1.26
19810914,-0.14,-0.22,-0.10,-0.80,-0.85,-0.88
19810915,-0.34,0.06,0.08,-0.73,-0.53,-0.32
19810916,-1.53,-0.41,-0.53,-1.07,-0.72,0.14
19810917,-2.03,-0.82,-0.48,-1.70,-1.43,-0.63
19810918,-1.37,-0.89,-0.61,-1.06,-0.71,-0.29
19810921,-0.06,-0.08,0.06,0.82,0.32,1.22
19810922,-0.56,-0.09,-0.15,-0.55,-0.74,-0.01
19810923,-2.70,-1.63,-1.23,-1.24,-0.71,-0.90
19810924,0.09,-0.10,0.01,-0.29,-0.67,0.16
19810925,-4.20,-2.86,-2.08,-2.46,-2.11,-1.08
19810928,0.85,-0.03,-0.31,2.96,2.03,0.95
19810929,3.23,1.81,1.29,0.84,0.62,0.26
19810930,0.85,1.05,0.36,0.38,0.11,0.25
19811001,1.06,0.49,0.34,1.05,0.59,0.12
19811002,2.46,1.59,1.19,2.24,1.97,1.59
19811005,1.08,0.69,0.77,0.32,0.26,0.17
19811006,0.61,-0.05,-0.18,0.35,-0.21,-0.72
19811007,2.40,1.18,1.09,1.95,1.22,1.68
19811008,1.64,1.19,0.75,1.03,0.77,0.62
19811009,-0.32,0.45,0.40,-0.98,-0.29,0.04
19811012,-0.11,0.30,0.22,-0.31,-0.14,-0.07
19811013,0.25,0.27,0.29,-0.03,-0.38,-0.24
19811014,-1.70,-0.92,-0.55,-1.89,-1.48,-1.02
19811015,0.21,0.13,0.29,0.87,0.44,0.53
19811016,-0.10,-0.04,0.24,-0.52,-0.20,-0.21
19811019,-0.67,-0.14,-0.06,-0.11,-0.06,-0.17
19811020,0.86,0.65,0.40,1.36,1.01,0.61
19811021,0.61,0.11,0.08,0.09,-0.21,-0.34
19811022,-0.28,-0.37,-0.30,-0.41,-0.35,-0.39
19811023,-0.49,-0.36,-0.34,-0.71,-1.06,-0.69
19811026,-0.62,-0.47,-0.60,-0.22,-0.58,-0.44
19811027,1.19,0.67,0.47,1.26,0.67,0.90
19811028,0.70,0.36,0.30,0.27,0.20,0.29
19811029,-0.31,-0.22,-0.19,-0.34,-0.21,-0.41
19811030,1.53,0.99,1.08,2.59,2.00,2.58
19811102,1.52,1.38,0.95,2.92,1.63,0.77
19811103,0.50,0.87,0.42,0.40,0.61,0.18
19811104,0.28,0.38,0.26,0.08,0.15,0.29
19811105,-0.20,-0.08,0.11,-1.17,-0.51,-0.21
19811106,-0.36,-0.17,0.03,-0.73,-0.45,-0.17
19811109,-0.27,0.04,0.24,0.37,0.20,1.31
19811110,-0.35,0.09,0.44,-0.72,-0.06,-0.24
19811111,-0.17,0.08,0.26,0.11,0.12,0.65
19811112,0.30,0.58,0.49,-0.12,0.44,0.73
19811113,-0.81,-0.24,-0.05,-1.75,-0.90,-0.30
19811116,-2.06,-1.10,-0.88,-1.53,-1.12,-0.55
19811117,-0.13,0.05,0.05,0.70,0.64,0.64
19811118,-0.16,0.09,0.03,-0.66,-0.46,-0.03
19811119,-0.15,0.05,-0.09,0.87,0.54,-0.32
19811120,1.00,0.62,0.46,1.17,0.76,0.68
19811123,-0.30,0.02,-0.02,0.24,0.06,-0.89
19811124,0.56,0.63,0.45,1.46,1.38,1.19
19811125,0.51,0.40,0.57,0.32,0.52,0.19
19811127,0.58,0.65,0.55,0.99,0.67,0.30
19811130,0.48,0.59,0.19,1.31,0.89,-0.09
19811201,-0.26,0.11,0.02,-0.37,0.15,-0.44
19811202,-0.45,-0.27,-0.37,-1.23,-0.94,-0.78
19811203,0.10,-0.01,-0.17,0.46,0.39,0.41
19811204,0.55,0.58,0.37,0.74,0.69,0.73
19811207,-0.97,-0.39,-0.38,-0.87,-0.70,-0.64
19811208,-0.90,-0.69,-0.51,-0.21,-0.56,-0.33
19811209,0.28,0.13,-0.02,0.68,0.54,-0.04
19811210,0.42,0.25,0.28,0.17,0.09,0.25
19811211,-0.23,-0.02,-0.15,-0.52,-0.61,-0.65
19811214,-1.73,-1.23,-1.01,-1.75,-1.54,-1.20
19811215,0.24,0.03,0.15,0.03,0.08,0.17
19811216,0.07,0.02,-0.15,-0.41,-0.35,-0.42
19811217,0.34,0.14,0.03,0.76,0.42,-0.16
19811218,0.93,0.39,0.27,0.78,0.62,0.61
19811221,-0.49,-0.23,-0.20,-0.60,-0.33,-0.17
19811222,-0.43,-0.15,-0.09,-0.47,-0.40,-0.02
19811223,-0.18,-0.13,-0.02,-0.54,-0.32,-0.32
19811224,0.35,0.17,0.14,0.32,0.11,0.24
19811228,-0.49,-0.22,-0.04,-0.20,-0.20,-0.08
19811229,-0.79,-0.37,-0.32,-0.68,-0.39,-0.32
19811230,0.30,0.31,0.20,0.52,0.24,0.41
19811231,0.96,0.69,0.52,0.28,0.28,0.32
19820104,-0.13,0.30,0.58,0.11,0.12,0.56
19820105,-2.01,-1.20,-0.51,-2.55,-1.99,-1.12
19820106,-0.87,-0.78,-0.44,-1.15,-0.65,-0.13
19820107,0.06,-0.09,0.05,-0.29,-0.33,-0.12
19820108,0.77,0.28,0.54,0.40,0.42,0.78
19820111,-2.51,-1.58,-1.09,-2.81,-2.38,-0.70
19820112,-1.12,-0.74,-0.65,-0.44,-0.36,-0.65
19820113,-1.21,-0.73,-0.59,-1.23,-1.32,-1.19
19820114,0.33,-0.01,0.05,0.89,0.27,0.37
19820115,1.00,0.57,0.35,0.93,0.62,-0.03
19820118,0.10,0.13,0.01,1.25,0.34,0.30
19820119,-0.70,-0.24,-0.07,-1.24,-0.98,-0.31
19820120,-0.36,-0.33,-0.15,-0.84,-0.74,0.08
19820121,0.15,0.00,0.15,0.45,0.26,0.52
19820122,-0.62,-0.12,-0.02,-0.58,-0.24,0.01
19820125,-1.75,-1.03,-0.73,0.02,-0.35,-0.35
19820126,-0.12,-0.10,-0.13,-0.18,-0.03,0.00
19820127,0.00,-0.12,0.10,0.68,0.33,0.10
19820128,2.64,1.58,0.94,3.45,2.17,1.73
19820129,1.50,0.94,0.80,1.39,1.17,0.60
19820201,-1.35,-0.62,-0.48,-2.14,-1.73,-1.42
19820202,0.29,0.32,0.20,0.31,0.45,0.07
19820203,-0.31,-0.18,0.12,-1.31,-0.79,-0.64
19820204,-0.53,-0.15,0.19,-0.04,-0.12,-0.30
19820205,0.71,0.73,0.67,0.88,0.79,0.77
19820208,-2.81,-1.44,-0.85,-2.62,-1.93,-1.37
19820209,-1.70,-0.91,-0.63,-1.17,-0.68,-0.35
19820210,0.41,0.15,0.16,0.61,0.90,0.61
19820211,-0.43,-0.25,0.02,-0.13,-0.22,0.33
19820212,0.27,0.10,0.03,0.02,-0.18,0.09
19820216,-0.98,-0.50,-0.56,-0.15,-0.58,-0.36
19820217,0.39,0.26,-0.07,-0.17,-0.16,-0.44
19820218,0.12,-0.09,-0.07,0.27,0.27,-0.40
19820219,-0.41,-0.41,-0.33,-0.71,-0.32,0.08
19820222,-1.34,-0.42,-0.12,-2.07,-1.00,-0.08
19820223,-1.22,-0.58,-0.07,-0.42,0.12,0.39
19820224,0.81,0.36,0.55,1.68,1.62,1.35
19820225,0.72,0.53,0.34,-0.08,0.08,-0.31
19820226,-0.28,-0.09,0.15,-0.31,0.03,0.11
19820301,0.21,0.37,0.40,0.03,0.54,0.46
19820302,-0.26,0.38,0.24,-0.90,-0.40,0.78
19820303,-2.38,-1.13,-0.30,-2.11,-1.29,-0.25
19820304,-1.64,-0.75,-0.45,-1.57,-0.89,0.02
19820305,-1.79,-0.69,-0.26,-1.24,-0.34,0.60
19820308,-2.70,-1.09,-0.60,-2.35,-1.23,-0.26
19820309,-0.48,-0.66,-0.35,1.45,0.94,0.11
19820310,0.98,0.38,0.39,0.58,0.56,0.28
19820311,-0.36,0.06,-0.08,-0.29,0.11,0.02
19820312,-1.14,-0.60,-0.33,-0.79,-0.80,-0.49
19820315,0.04,-0.25,-0.26,1.24,0.55,-0.40
19820316,0.56,0.19,0.13,-0.11,0.06,-0.24
19820317,0.12,-0.10,0.01,-0.06,-0.27,-0.12
19820318,1.74,0.62,0.65,1.42,1.13,0.61
19820319,1.04,0.56,0.53,0.49,-0.06,0.31
19820322,2.39,1.27,0.73,2.65,1.61,1.08
19820323,0.92,0.50,0.37,0.84,0.62,0.32
19820324,0.06,0.11,0.04,-0.55,-0.52,-0.20
19820325,1.03,0.51,0.44,0.33,0.34,0.21
19820326,-0.51,-0.39,-0.06,-0.97,-1.00,-0.74
19820329,0.22,0.13,0.14,0.36,0.06,0.00
19820330,0.10,0.04,0.13,0.05,0.04,0.07
19820331,-0.18,0.12,0.05,-0.18,-0.24,-0.23
19820401,1.19,1.02,0.66,1.97,1.47,0.51
19820402,1.32,0.54,0.28,1.63,1.02,0.43
19820405,-0.10,0.18,0.01,-0.24,-0.23,-0.65
19820406,0.38,0.34,0.29,0.69,0.49,0.57
19820407,0.68,0.23,0.40,0.14,0.26,-0.01
19820408,0.56,0.66,0.35,0.74,0.66,0.30
19820412,-0.27,0.15,0.05,-0.22,-0.18,-0.23
19820413,0.11,0.19,0.14,-0.13,-0.05,0.28
19820414,-0.24,-0.11,0.06,-0.03,-0.32,0.13
19820415,0.61,0.31,0.29,0.80,0.27,0.05
19820416,0.63,0.44,0.47,0.88,0.16,0.45
19820419,-0.04,0.54,0.13,-0.38,0.01,0.44
19820420,-0.49,-0.28,-0.07,-1.27,-0.97,-0.33
19820421,0.31,0.41,0.32,0.11,0.40,0.54
19820422,0.85,0.62,0.41,1.42,1.00,0.74
19820423,1.06,0.52,0.52,1.47,1.22,0.51
19820426,0.65,0.46,0.25,0.67,0.51,0.10
19820427,-0.57,-0.57,-0.21,-1.07,-0.81,-0.73
19820428,-0.02,0.01,-0.12,-0.61,-0.77,-0.57
19820429,-0.61,-0.20,-0.39,-1.16,-0.87,-0.55
19820430,0.40,0.11,0.12,0.25,0.26,0.15
19820503,-0.02,0.17,0.07,0.27,0.57,0.30
19820504,0.65,0.56,0.48,0.71,0.66,0.50
19820505,-0.16,0.14,0.06,0.27,0.13,0.29
19820506,1.08,0.67,0.62,0.78,1.04,0.95
19820507,0.62,0.32,0.43,0.73,1.05,0.53
19820510,-0.49,-0.38,-0.35,-0.93,-0.53,-0.85
19820511,0.76,0.43,0.29,1.01,0.86,0.56
19820512,-0.08,-0.19,0.08,-0.46,-0.12,-0.11
19820513,-0.16,-0.15,-0.01,-0.56,-0.64,-0.66
19820514,0.11,0.13,0.06,-0.07,-0.20,-0.09
19820517,-1.17,-0.53,-0.40,-1.09,-1.04,-0.94
19820518,-0.92,-0.73,-0.54,-0.85,-0.79,-0.60
19820519,-0.64,-0.59,-0.32,-0.87,-0.70,-0.44
19820520,-0.88,-0.58,-0.40,-0.28,-0.44,-0.14
19820521,-0.01,-0.04,-0.10,0.17,0.19,0.61
19820524,-0.34,-0.41,-0.38,0.25,-0.12,-0.09
19820525,-0.18,-0.09,-0.13,-0.45,-0.16,-0.12
19820526,-1.62,-1.00,-0.85,-1.38,-1.13,-0.95
19820527,-0.41,-0.40,-0.42,-0.34,-0.54,-0.33
19820528,0.25,0.36,0.35,-0.46,-0.41,-0.53
19820601,-0.71,-0.56,-0.40,-0.06,-0.27,-0.65
19820602,0.32,0.13,-0.01,0.48,0.37,0.17
19820603,-0.38,-0.11,0.57,-0.40,0.10,-0.09
19820604,-1.66,-0.86,-0.64,-1.75,-1.43,-1.14
19820607,-0.57,-0.48,-0.41,0.14,-0.27,0.07
19820608,-0.49,-0.22,-0.32,-0.53,-0.23,-0.25
19820609,-1.11,-0.83,-0.58,-0.57,-0.55,-0.61
19820610,0.38,0.16,0.20,0.60,0.39,0.18
19820611,1.72,1.31,0.97,1.60,1.61,1.45
19820614,-1.13,-0.70,-0.25,-1.38,-1.03,-0.84
19820615,-0.57,-0.38,-0.22,-0.34,-0.28,-0.20
19820616,-0.13,0.02,0.08,-0.81,-0.45,-0.44
19820617,-1.26,-0.64,-0.53,-1.35,-0.81,-0.63
19820618,-0.79,-0.51,-0.39,-0.36,-0.54,-0.38
19820621,0.15,0.24,-0.02,0.10,-0.09,-0.10
19820622,0.59,0.31,0.07,1.19,0.70,0.30
19820623,1.71,0.67,0.63,2.15,1.44,0.87
19820624,0.18,0.35,0.28,-0.38,-0.03,-0.04
19820625,-0.50,-0.24,-0.18,-0.54,-0.60,-0.77
19820628,0.42,0.29,0.11,1.17,0.81,0.29
19820629,-0.26,-0.03,0.01,-0.32,0.36,0.57
19820630,0.45,0.40,0.27,-1.05,-0.34,0.51
19820701,-0.84,-0.21,-0.13,-1.03,-0.61,-0.64
19820702,-0.60,-0.13,-0.02,-1.01,-0.62,-0.70
19820706,-0.43,-0.37,-0.19,-0.24,-0.58,-0.25
19820707,-0.37,-0.12,-0.12,0.03,-0.40,0.04
19820708,-0.53,-0.47,-0.68,0.50,-0.30,0.33
19820709,1.24,0.87,0.86,1.44,0.89,1.07
19820712,0.73,0.81,0.60,0.94,0.17,1.34
19820713,-0.08,0.16,0.13,0.30,-0.21,-0.55
19820714,-0.07,0.05,-0.24,1.07,0.88,0.05
19820715,0.16,0.18,0.22,0.24,0.01,-0.15
19820716,0.44,0.13,-0.04,0.78,0.42,0.24
19820719,0.05,0.06,0.22,-0.19,-0.49,0.09
19820720,0.42,0.44,0.31,0.78,0.34,0.78
19820721,0.42,0.33,0.10,-0.11,0.21,-0.21
19820722,0.47,0.13,0.29,-0.17,0.26,0.04
19820723,0.01,0.05,0.11,-0.34,-0.54,-0.11
19820726,-0.47,-0.40,-0.52,-0.88,-0.42,-0.75
19820727,-0.43,-0.28,-0.31,-0.85,-0.80,-0.82
19820728,-1.71,-1.25,-1.03,-1.67,-1.58,-1.08
19820729,-0.67,-0.52,-0.50,0.34,-0.27,-0.29
19820730,-0.12,-0.03,-0.10,-0.54,-0.49,-0.29
19820802,0.76,0.60,0.68,1.78,1.59,1.60
19820803,-0.52,0.01,-0.02,-1.12,-0.81,-0.67
19820804,-1.40,-0.80,-0.54,-1.89,-1.38,-1.05
19820805,-1.12,-0.67,-0.59,-1.21,-0.53,-0.47
19820806,-1.21,-0.57,-0.52,-1.59,-1.24,-0.57
19820809,-2.10,-1.29,-1.14,-0.43,-0.75,-0.65
19820810,-0.21,-0.08,-0.01,-0.20,-0.15,0.05
19820811,-0.58,-0.39,-0.27,-0.69,-0.16,0.20
19820812,-0.57,-0.35,-0.27,-0.58,-0.25,0.43
19820813,-0.16,0.15,0.17,0.74,1.48,1.98
19820816,0.61,0.64,1.08,0.31,0.33,0.76
19820817,2.21,1.91,2.24,4.45,4.42,4.79
19820818,1.81,1.36,1.16,-0.09,0.06,-0.31
19820819,-0.25,0.00,-0.06,0.24,0.38,0.48
19820820,2.07,1.41,1.43,3.34,3.48,3.16
19820823,2.14,1.67,1.31,2.97,2.76,2.38
19820824,1.15,0.70,0.52,-0.14,-0.50,-0.71
19820825,2.63,1.50,1.12,2.02,2.38,1.59
19820826,2.15,1.51,1.00,1.27,1.15,0.18
19820827,-0.25,-0.25,-0.30,-0.75,-1.33,-1.61
19820830,0.14,0.21,-0.06,0.91,0.12,0.25
19820831,0.78,1.46,0.95,1.78,1.50,1.15
19820901,-0.76,-0.09,-0.04,-1.04,-0.93,-0.72
19820902,1.52,1.09,1.02,1.95,1.66,1.03
19820903,1.41,0.96,0.63,2.08,2.17,1.63
19820907,-0.75,-0.18,-0.04,-1.08,-0.85,-1.08
19820908,0.82,0.58,0.65,0.73,1.00,0.22
19820909,0.62,0.50,0.63,-0.24,0.22,-0.19
19820910,-0.44,-0.32,-0.07,-0.85,-0.81,-0.60
19820913,0.34,0.08,0.12,1.31,0.49,1.09
19820914,0.93,0.74,0.76,1.04,0.76,0.62
19820915,0.52,0.56,0.70,1.06,0.90,0.43
19820916,0.30,0.51,0.20,-0.12,-0.17,-0.41
19820917,-0.53,-0.30,-0.32,-1.08,-0.89,-1.05
19820920,-0.75,-0.26,-0.08,0.08,0.04,-0.33
19820921,1.24,1.11,0.86,2.01,1.67,1.70
19820922,0.26,0.28,0.21,-0.89,-0.56,0.09
19820923,-0.36,-0.34,-0.07,0.08,-0.32,-0.26
19820924,0.17,0.16,0.17,-0.17,-0.36,-0.55
19820927,-0.16,0.07,0.06,0.33,0.12,0.25
19820928,0.05,0.31,0.22,-0.42,-0.05,-0.26
19820929,-1.17,-0.54,-0.48,-1.50,-1.30,-0.89
19820930,-0.52,-0.25,-0.14,-1.24,-0.76,-0.60
19821001,0.86,0.45,0.55,1.16,1.10,1.49
19821004,-0.50,-0.13,-0.15,-0.15,-0.14,-0.52
19821005,0.67,0.53,0.36,0.41,0.57,0.26
19821006,2.15,1.65,1.44,3.89,2.77,2.57
19821007,1.71,1.86,1.20,2.09,2.30,1.88
19821008,1.46,1.35,1.46,1.84,1.58,2.32
19821011,1.85,1.91,1.77,2.21,2.43,2.49
19821012,-0.03,0.14,0.14,-0.25,0.35,-0.64
19821013,2.75,1.50,1.37,1.73,2.31,0.96
19821014,0.17,-0.06,-0.23,-2.09,-1.00,-1.22
19821015,-0.17,0.08,0.08,-0.57,-0.80,-0.60
19821018,1.44,1.05,1.29,2.75,1.94,1.65
19821019,0.07,0.16,0.48,-0.07,0.06,0.10
19821020,1.74,1.34,1.18,2.20,1.93,1.73
19821021,0.61,0.80,0.11,0.32,-0.17,-0.74
19821022,1.30,0.98,0.89,-0.16,-0.07,-0.11
19821025,-2.76,-2.08,-2.00,-3.64,-4.28,-3.28
19821026,-0.60,-0.58,-0.62,1.02,0.55,0.76
19821027,1.99,1.38,1.20,0.62,0.68,0.74
19821028,-0.12,-0.02,0.16,-1.18,-1.26,-0.91
19821029,0.39,0.20,0.58,0.25,0.11,0.54
19821101,0.80,0.76,0.59,1.51,1.09,1.14
19821102,1.55,1.76,1.62,1.52,1.65,1.42
19821103,2.89,2.55,2.31,4.00,3.75,3.45
19821104,0.56,0.33,0.70,-0.49,-0.29,-0.76
19821105,1.17,0.60,1.15,0.53,0.29,0.54
19821108,0.03,-0.16,-0.03,-1.07,-1.14,-1.03
19821109,1.90,1.66,1.54,2.10,1.24,1.65
19821110,-0.14,0.07,-0.32,-1.25,-1.18,-1.11
19821111,0.49,0.42,0.36,0.71,0.28,0.38
19821112,0.36,0.21,0.55,-1.20,-1.58,-0.60
19821115,-2.20,-1.03,-0.89,-1.93,-1.73,-1.58
19821116,-2.27,-1.63,-1.21,-1.36,-1.25,-1.01
19821117,1.69,1.16,0.94,1.84,1.85,1.62
19821118,0.99,0.58,0.62,0.45,0.48,0.14
19821119,-0.06,0.16,0.26,-0.57,-1.00,-0.76
19821122,-1.67,-1.07,-0.98,-2.34,-2.07,-1.44
19821123,-0.53,-0.41,-0.31,-0.56,-1.16,-0.78
19821124,0.78,0.54,0.50,0.95,0.58,0.70
19821126,1.20,0.66,0.45,0.87,0.68,0.50
19821129,-0.30,-0.05,-0.25,-0.38,-0.63,-0.46
19821130,2.22,1.14,1.34,3.90,2.69,2.10
19821201,1.69,1.22,0.55,0.31,0.12,0.20
19821202,0.14,0.05,0.20,0.14,-0.14,0.12
19821203,0.11,0.02,0.12,-0.08,-0.09,-0.05
19821206,1.04,0.74,0.61,2.70,1.62,1.21
19821207,0.85,0.78,0.58,1.02,0.35,0.25
19821208,0.44,0.38,0.16,-0.59,-0.51,-0.43
19821209,-1.20,-0.87,-0.76,-1.88,-0.33,-1.22
19821210,-1.32,-1.06,-0.79,-0.71,-0.13,-0.46
19821213,-0.32,-0.17,-0.23,0.19,-0.02,0.86
19821214,-1.53,-0.95,-0.46,-2.24,-1.68,-0.48
19821215,-2.68,-2.01,-1.51,-1.94,-1.29,-1.46
19821216,-0.33,-0.43,-0.23,0.35,-0.33,-0.36
19821217,1.90,0.91,0.89,1.99,1.42,0.82
19821220,-0.52,-0.32,-0.29,-0.84,-0.96,-0.64
19821221,0.81,0.29,0.52,1.74,1.36,1.48
19821222,0.81,0.57,0.41,0.30,0.19,-0.05
19821223,0.65,0.51,0.32,0.51,0.50,0.90
19821227,0.67,0.63,0.53,1.49,1.63,1.86
19821228,-0.69,-0.09,-0.08,-1.03,-0.73,-0.72
19821229,0.25,0.21,-0.11,0.31,0.35,0.45
19821230,-0.24,0.00,-0.16,-0.81,-0.42,-0.58
19821231,0.79,0.72,0.41,0.39,0.29,-0.04
19830103,-1.03,-0.49,-0.41,-2.22,-1.20,-0.84
19830104,0.92,0.47,0.44,1.76,2.05,1.89
19830105,0.94,0.57,0.73,0.03,0.82,0.68
19830106,2.48,1.46,1.58,2.10,2.83,2.07
19830107,0.83,0.75,0.45,-0.24,0.04,0.30
19830110,1.63,0.94,0.86,1.15,1.23,0.84
19830111,-0.19,0.02,0.15,-0.54,-0.67,-0.63
19830112,0.90,0.79,0.66,0.58,0.57,0.77
19830113,-0.05,0.01,-0.27,-0.42,-0.95,-0.11
19830114,1.32,0.96,0.84,0.67,0.24,0.90
19830117,1.03,0.59,0.33,0.44,-0.33,0.36
19830118,0.22,0.01,-0.18,-0.10,-0.26,0.00
19830119,-0.76,-0.55,-0.57,-0.90,-0.31,-0.99
19830120,0.45,0.15,-0.05,0.13,0.91,0.76
19830121,-1.33,-0.84,-0.76,-1.81,-1.44,-1.30
19830124,-3.73,-2.77,-2.11,-2.32,-3.21,-2.28
19830125,1.14,0.76,0.73,1.66,0.41,1.66
19830126,1.32,0.58,0.45,-0.01,-0.16,-0.05
19830127,2.00,1.23,0.90,1.98,1.68,1.75
19830128,0.61,0.64,0.72,0.20,0.58,-0.38
19830131,0.81,0.26,0.50,0.70,0.53,0.48
19830201,-0.54,-0.09,0.07,-1.52,-1.30,-0.83
19830202,-0.12,0.00,0.31,-0.06,-0.04,0.38
19830203,0.65,0.75,0.66,0.49,0.95,1.01
19830204,1.35,1.00,0.82,1.55,1.42,0.87
19830207,0.29,0.80,0.64,0.27,0.81,0.59
19830208,-0.44,-0.09,0.05,-0.88,-0.62,-0.75
19830209,0.33,0.11,0.27,-0.34,-0.51,-0.44
19830210,1.61,1.01,0.96,1.64,1.75,1.18
19830211,0.52,0.38,0.34,0.40,0.03,-0.25
19830214,1.08,0.68,0.31,1.38,0.76,0.38
19830215,0.39,0.34,0.06,-0.11,-0.23,-0.56
19830216,-0.04,0.01,0.02,-0.77,-0.64,-0.14
19830217,-0.23,0.06,-0.03,0.00,0.03,-0.03
19830218,0.59,0.61,0.81,0.52,0.32,0.27
19830222,-1.39,-0.38,-0.51,-1.11,-2.04,-0.68
19830223,0.31,0.42,0.36,1.12,0.57,0.95
19830224,1.16,0.82,0.85,1.93,1.96,1.36
19830225,-0.24,0.24,0.44,0.01,0.29,0.32
19830228,-1.05,-0.20,0.34,-0.85,-1.01,-1.33
19830301,0.34,0.74,0.89,1.58,1.76,2.11
19830302,0.68,0.89,0.61,0.91,1.08,0.72
19830303,0.68,1.09,0.88,0.59,1.00,0.74
19830304,0.16,0.33,0.67,0.11,0.16,0.38
19830307,0.09,0.54,0.43,-0.05,0.09,-0.07
19830308,-1.28,-0.46,-0.26,-1.56,-1.43,-1.16
19830309,1.06,0.56,0.44,0.95,1.07,0.73
19830310,0.38,0.38,0.14,-0.90,-0.50,-0.42
19830311,-0.13,-0.32,-0.09,-0.42,-0.40,-0.13
19830314,-0.96,-0.56,-0.07,-0.37,-0.21,-0.48
19830315,-0.25,0.01,-0.07,0.25,0.25,0.49
19830316,-0.21,0.17,0.03,-1.07,-1.01,-0.35
19830317,-0.68,-0.01,-0.14,0.02,-0.31,-0.12
19830318,0.40,0.47,0.35,0.37,0.15,-0.06
19830321,0.33,0.38,0.52,0.85,0.90,0.47
19830322,0.28,0.49,0.22,-0.19,-0.44,-0.22
19830323,1.02,0.80,0.85,1.48,1.31,1.17
19830324,0.49,0.63,0.67,0.28,0.52,0.33
19830325,0.04,0.07,0.08,-0.17,-0.40,-0.58
19830328,-0.62,-0.38,-0.35,-0.50,-0.64,-0.54
19830329,-0.13,-0.08,-0.21,-0.05,-0.18,-0.27
19830330,0.72,0.51,0.39,1.23,1.03,0.86
19830331,0.16,-0.03,0.08,-0.79,0.59,-0.59
19830404,-0.61,-0.20,-0.41,-0.18,0.23,0.19
19830405,-0.18,-0.04,0.19,-0.62,-0.71,-0.72
19830406,-1.19,-0.68,-0.36,-0.67,-0.79,-0.16
19830407,0.08,0.13,0.33,0.19,0.56,0.51
19830408,0.42,0.51,0.67,0.48,1.01,0.41
19830411,1.16,0.82,0.86,1.46,1.64,0.95
19830412,0.72,0.64,0.39,0.33,0.59,0.36
19830413,0.99,1.00,0.87,0.83,0.54,0.58
19830414,1.24,0.93,1.00,0.80,0.92,0.57
19830415,0.92,0.50,0.57,0.52,0.21,0.78
19830418,0.76,0.65,0.57,0.76,0.38,0.87
19830419,-0.40,-0.14,-0.25,-0.73,-0.40,-0.80
19830420,1.06,1.05,0.73,1.19,1.21,1.14
19830421,0.23,0.22,0.35,-0.33,-0.47,-0.08
19830422,0.55,0.33,0.56,0.17,0.26,0.11
19830425,-0.84,-0.58,-0.47,-1.08,-0.86,-0.73
19830426,1.00,0.58,0.72,1.48,1.93,1.69
19830427,0.06,0.29,-0.03,-0.31,0.18,-0.24
19830428,0.81,0.84,0.46,0.69,1.21,0.96
19830429,1.02,0.68,0.48,0.62,1.08,0.60
19830502,-0.94,-0.49,-0.51,-1.45,-1.24,-1.31
19830503,-0.04,-0.29,0.05,0.05,-0.02,0.19
19830504,1.45,1.02,0.75,0.59,0.85,0.96
19830505,1.59,1.04,1.10,0.98,0.17,1.00
19830506,1.54,1.29,1.29,1.32,0.98,0.96
19830509,0.51,0.45,0.48,0.02,0.05,-0.28
19830510,0.93,0.64,0.84,0.02,0.20,0.25
19830511,-0.59,-0.26,-0.18,-0.80,-0.37,-0.45
19830512,-0.16,-0.01,-0.12,-0.30,-0.30,-0.49
19830513,1.06,0.71,0.71,0.42,0.34,0.33
19830516,-1.34,-1.12,-1.07,-0.95,-0.59,-1.10
19830517,0.68,0.52,0.58,0.29,0.31,0.28
19830518,0.92,0.62,0.32,-0.02,-0.18,-0.21
19830519,-0.44,-0.46,-0.60,-0.55,-0.87,-0.63
19830520,0.12,-0.14,-0.01,0.03,0.03,-0.10
19830523,0.28,0.03,-0.02,0.96,0.90,0.61
19830524,1.65,1.33,1.03,1.07,1.37,1.27
19830525,0.84,0.63,0.77,0.52,0.46,0.41
19830526,0.54,0.37,0.07,-0.38,-0.52,0.00
19830527,0.30,0.24,0.23,-0.62,-0.34,-0.52
19830531,-1.18,-0.77,-0.67,-1.26,-1.10,-1.23
19830601,-0.18,-0.17,-0.24,0.39,-0.02,-0.14
19830602,1.04,0.72,0.57,1.01,0.76,0.54
